raw_sentence,tag,cleaned_sentence
" coarse , cliched and clunky , this trifling romantic comedy in which opposites attract for no better reason than that the screenplay demands it squanders the charms of stars hugh grant and sandra bullock . 
",negative,coarse cliched and clunky this trifle romantic comedy in which opposite attract for no well reason than that the screenplay demand it squander the charm of star hugh grant and sandra bullock
"anyone who suffers through this film deserves , at the very least , a big box of consolation candy . 
",negative,anyone who suffer through this film deserve at the very least a big box of consolation candy
"how much you are moved by the emotional tumult of [franÃ§ois and michÃ¨le's] relationship depends a lot on how interesting and likable you find them . 
",negative,how much you be move by the emotional tumult of franã§ois and michÃ¨le  relationship depend a lot on how interesting and likable you find they
"they presume their audience won't sit still for a sociology lesson , however entertainingly presented , so they trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes . 
",negative,they presume their audience wo not sit still for a sociology lesson however entertainingly present so they trot out the conventional science fiction element of bug eyed monster and futuristic woman in skimpy clothe
"collapses after 30 minutes into a slap-happy series of adolescent violence . 
",negative,collapse after 30 minute into a slap happy series of adolescent violence
"the following things are not at all entertaining : the bad sound , the lack of climax and , worst of all , watching seinfeld ( who is also one of the film's producers ) do everything he can to look like a good guy . 
",negative,the follow thing be not at all entertaining the bad sound the lack of climax and bad of all watch seinfeld who be also one of the film  producer do everything he can to look like a good guy
"attal's hang-ups surrounding infidelity are so old-fashioned and , dare i say , outdated , it's a wonder that he couldn't have brought something fresher to the proceedings simply by accident . 
",negative,attal  hang up surround infidelity be so old fashioned and dare I say outdated it be a wonder that he could not have bring something fresh to the proceeding simply by accident
"obvious , obnoxious and didactic burlesque . 
",negative,obvious obnoxious and didactic burlesque
"the most surprising thing about this film is that they are actually releasing it into theaters . 
",negative,the most surprising thing about this film be that they be actually release it into theater
"michele is a such a brainless flibbertigibbet that it's hard to take her spiritual quest at all seriously . 
",negative,michele be a such a brainless flibbertigibbet that it be hard to take her spiritual quest at all seriously
"ultimately , clarity matters , both in breaking codes and making movies . enigma lacks it . 
",negative,ultimately clarity matter both in break code and make movie enigma lack it
"potty-mouthed enough for pg-13 , yet not as hilariously raunchy as south park , this strangely schizo cartoon seems suited neither to kids or adults . 
",negative,potty mouthed enough for pg-13 yet not as hilariously raunchy as south park this strangely schizo cartoon seem suit neither to kid or adult
" . . . has its moments , but ultimately , its curmudgeon doesn't quite make the cut of being placed on any list of favorites . 
",negative,have its moment but ultimately its curmudgeon do not quite make the cut of be place on any list of favorite
